frame,en,fr
conspiracy_qanon,0.10752688172043011,0.1111111111111111
far_right_extremism,0.24193548387096775,0.13333333333333333
incel_misogyny,0.14516129032258066,0.044444444444444446
meme_internet_culture,0.11290322580645161,0.35555555555555557
platform_tech,0.08602150537634409,0.15555555555555556
politics_elections,0.10752688172043011,0.06666666666666667
violence_crime,0.1989247311827957,0.13333333333333333
